epoch;acc;loss;val_acc;val_loss
0;0.952153672154;0.14132290158;0.941498945026;0.14755037326
1;0.952013485007;0.143908898701;0.952858595753;0.134634979722
2;0.952477557608;0.135123272196;0.952858595753;0.133861018492
